server,suite,command,conns,pipeline,datasize,rep,rps,p50_ms
kqueue,cmd,SADD,50,1,3,3,188679.25,0.119
kqueue,cmd,SADD,50,1,3,4,196850.39,0.119
kqueue,cmd,SADD,50,1,3,5,200803.22,0.119
kqueue,cmd,ZADD,50,1,3,1,200803.22,0.119
kqueue,cmd,ZADD,50,1,3,2,196078.44,0.119
kqueue,cmd,ZADD,50,1,3,3,169491.53,0.175
kqueue,cmd,ZADD,50,1,3,4,198412.69,0.119
kqueue,cmd,ZADD,50,1,3,5,203252.03,0.119
kqueue,cmd,GEOADD,50,1,3,1,201612.91,0.119
kqueue,cmd,GEOADD,50,1,3,2,196078.44,0.119
kqueue,cmd,GEOADD,50,1,3,3,211864.41,0.111
kqueue,cmd,GEOADD,50,1,3,4,203252.03,0.119
kqueue,cmd,GEOADD,50,1,3,5,205761.31,0.111
net,conc,PING,1,1,3,1,55309.73,0.015
net,conc,PING,1,1,3,2,55432.37,0.015
net,conc,PING,1,1,3,3,55309.73,0.015
net,conc,PING,1,1,3,4,56179.78,0.015
net,conc,PING,1,1,3,5,55493.89,0.015
net,conc,PING,10,1,3,1,124378.11,0.055
net,conc,PING,10,1,3,2,123152.71,0.055
net,conc,PING,10,1,3,3,124069.48,0.055
net,conc,PING,10,1,3,4,123456.79,0.055
net,conc,PING,10,1,3,5,125000.00,0.055
net,conc,PING,50,1,3,1,127551.02,0.215
net,conc,PING,50,1,3,2,127877.23,0.215
net,conc,PING,50,1,3,3,128205.13,0.215
net,conc,PING,50,1,3,4,127877.23,0.215
net,conc,PING,50,1,3,5,130208.34,0.207
net,conc,PING,200,1,3,1,123456.79,0.815
net,conc,PING,200,1,3,2,126903.55,0.815
net,conc,PING,200,1,3,3,128534.70,0.807
net,conc,PING,200,1,3,4,127226.46,0.815
net,conc,PING,200,1,3,5,126903.55,0.815
net,conc,PING,1000,1,3,1,130548.30,4.199
net,conc,PING,1000,1,3,2,127877.23,3.999
net,conc,PING,1000,1,3,3,131233.59,4.271
net,conc,PING,1000,1,3,4,131578.95,4.111
net,conc,PING,1000,1,3,5,127551.02,4.231
net,pipe,PING,50,1,3,1,128617.37,0.207
net,pipe,PING,50,1,3,2,128369.71,0.207
net,pipe,PING,50,1,3,3,128949.06,0.207
net,pipe,PING,50,1,3,4,127877.23,0.207
net,pipe,PING,50,1,3,5,129870.13,0.207
net,pipe,PING,50,8,3,1,995024.88,0.223
net,pipe,PING,50,8,3,2,985221.69,0.223
net,pipe,PING,50,8,3,3,1000000.00,0.215
net,pipe,PING,50,8,3,4,985221.69,0.223
net,pipe,PING,50,8,3,5,995024.88,0.223
net,pipe,PING,50,16,3,1,1886792.50,0.231
net,pipe,PING,50,16,3,2,1818181.88,0.231
net,pipe,PING,50,16,3,3,1886792.50,0.231
net,pipe,PING,50,16,3,4,1886792.50,0.231
net,pipe,PING,50,16,3,5,1904762.00,0.231
net,pipe,PING,50,64,3,1,2857142.75,0.991
net,pipe,PING,50,64,3,2,2898550.75,0.999
net,pipe,PING,50,64,3,3,2857142.75,0.999
net,pipe,PING,50,64,3,4,2898550.75,0.983
net,pipe,PING,50,64,3,5,2941176.25,0.967
net,size,SET,50,1,8,1,122448.98,0.215
