server,suite,command,conns,pipeline,datasize,rep,rps,p50_ms
kqueue-wbuf,cmd,SET,50,1,32,1,68027.21,0.375
kqueue-wbuf,cmd,SET,50,1,32,2,68119.89,0.375
kqueue-wbuf,cmd,SET,50,1,32,3,67842.61,0.383
kqueue-wbuf,cmd,SET,50,1,32,4,67294.75,0.375
kqueue-wbuf,cmd,SET,50,1,32,5,66934.41,0.375
kqueue-wbuf,cmd,GET,50,1,32,1,67476.38,0.375
kqueue-wbuf,cmd,GET,50,1,32,2,65963.06,0.383
kqueue-wbuf,cmd,GET,50,1,32,3,68212.83,0.375
kqueue-wbuf,cmd,GET,50,1,32,4,65703.02,0.383
kqueue-wbuf,cmd,GET,50,1,32,5,67842.61,0.383
kqueue-wbuf,cmd,INCR,50,1,3,1,68306.01,0.375
kqueue-wbuf,cmd,INCR,50,1,3,2,67294.75,0.383
kqueue-wbuf,cmd,INCR,50,1,3,3,68027.21,0.375
kqueue-wbuf,cmd,INCR,50,1,3,4,68212.83,0.375
kqueue-wbuf,cmd,INCR,50,1,3,5,67659.00,0.375
kqueue-wbuf,cmd,SADD,50,1,3,1,65104.17,0.383
kqueue-wbuf,cmd,SADD,50,1,3,2,67476.38,0.383
kqueue-wbuf,cmd,SADD,50,1,3,3,65530.80,0.383
kqueue-wbuf,cmd,SADD,50,1,3,4,66844.91,0.383
kqueue-wbuf,cmd,SADD,50,1,3,5,64683.05,0.383
kqueue-wbuf,cmd,ZADD,50,1,3,1,67750.68,0.383
kqueue-wbuf,cmd,ZADD,50,1,3,2,66934.41,0.375
kqueue-wbuf,cmd,ZADD,50,1,3,3,68587.11,0.375
kqueue-wbuf,cmd,ZADD,50,1,3,4,66313.00,0.383
kqueue-wbuf,cmd,ZADD,50,1,3,5,67476.38,0.375
kqueue-wbuf,cmd,GEOADD,50,1,3,1,66313.00,0.367
kqueue-wbuf,cmd,GEOADD,50,1,3,2,69637.88,0.367
kqueue-wbuf,cmd,GEOADD,50,1,3,3,67204.30,0.375
kqueue-wbuf,cmd,GEOADD,50,1,3,4,70323.48,0.367
kqueue-wbuf,cmd,GEOADD,50,1,3,5,69832.40,0.367
net,conc,PING,1,1,3,1,24131.27,0.039
net,conc,PING,1,1,3,2,23397.29,0.039
net,conc,PING,1,1,3,3,22655.19,0.039
net,conc,PING,1,1,3,4,23912.00,0.039
net,conc,PING,1,1,3,5,23674.24,0.039
net,conc,PING,10,1,3,1,66844.91,0.087
net,conc,PING,10,1,3,2,66489.37,0.087
net,conc,PING,10,1,3,3,68870.52,0.087
net,conc,PING,10,1,3,4,68399.45,0.087
net,conc,PING,10,1,3,5,68965.52,0.087
net,conc,PING,50,1,3,1,68587.11,0.375
net,conc,PING,50,1,3,2,67659.00,0.375
net,conc,PING,50,1,3,3,67842.61,0.375
net,conc,PING,50,1,3,4,67750.68,0.375
net,conc,PING,50,1,3,5,67842.61,0.375
net,conc,PING,200,1,3,1,67294.75,1.495
net,conc,PING,200,1,3,2,66755.67,1.503
net,conc,PING,200,1,3,3,67114.09,1.495
net,conc,PING,200,1,3,4,66755.67,1.511
net,conc,PING,200,1,3,5,67204.30,1.503
net,conc,PING,1000,1,3,1,65104.17,7.687
net,conc,PING,1000,1,3,2,65876.16,7.647
net,conc,PING,1000,1,3,3,65189.05,7.711
net,conc,PING,1000,1,3,4,64599.48,7.735
net,conc,PING,1000,1,3,5,64102.57,7.807
net,pipe,PING,50,1,3,1,66800.27,0.375
net,pipe,PING,50,1,3,2,67340.07,0.375
net,pipe,PING,50,1,3,3,67340.07,0.375
net,pipe,PING,50,1,3,4,68236.09,0.375
net,pipe,PING,50,1,3,5,66577.90,0.383
net,pipe,PING,50,8,3,1,533333.31,0.383
net,pipe,PING,50,8,3,2,498753.12,0.391
net,pipe,PING,50,8,3,3,514138.81,0.391
net,pipe,PING,50,8,3,4,526315.81,0.391
net,pipe,PING,50,8,3,5,534759.31,0.383
net,pipe,PING,50,16,3,1,1058201.12,0.391
net,pipe,PING,50,16,3,2,1041666.69,0.391
net,pipe,PING,50,16,3,3,1052631.62,0.391
net,pipe,PING,50,16,3,4,1052631.62,0.391
net,pipe,PING,50,16,3,5,1030927.81,0.391
net,pipe,PING,50,64,3,1,2777778.00,0.967
net,pipe,PING,50,64,3,2,2816901.25,0.935
net,pipe,PING,50,64,3,3,2857142.75,0.935
net,pipe,PING,50,64,3,4,2857142.75,0.919
net,pipe,PING,50,64,3,5,2857142.75,0.927
net,size,SET,50,1,8,1,66815.15,0.383
net,size,SET,50,1,8,2,68337.12,0.375
net,size,SET,50,1,8,3,67567.57,0.375
net,size,SET,50,1,8,4,68181.82,0.375
net,size,SET,50,1,8,5,67720.09,0.383
net,size,SET,50,1,32,1,66518.84,0.383
net,size,SET,50,1,32,2,67264.57,0.375
net,size,SET,50,1,32,3,66518.84,0.383
net,size,SET,50,1,32,4,66666.67,0.383
net,size,SET,50,1,32,5,68027.21,0.375
net,size,SET,50,1,128,1,68181.82,0.375
net,size,SET,50,1,128,2,68027.21,0.375
net,size,SET,50,1,128,3,68649.88,0.375
net,size,SET,50,1,128,4,67873.30,0.375
net,size,SET,50,1,128,5,68493.15,0.375
net,size,SET,50,1,512,1,65645.52,0.383
net,size,SET,50,1,512,2,66666.67,0.383
net,size,SET,50,1,512,3,67720.09,0.383
net,size,SET,50,1,512,4,66964.28,0.383
net,size,SET,50,1,512,5,67873.30,0.375
net,size,SET,50,1,2048,1,66518.84,0.383
net,size,SET,50,1,2048,2,66225.16,0.391
net,size,SET,50,1,2048,3,64102.57,0.391
net,size,SET,50,1,2048,4,66518.84,0.391
net,size,SET,50,1,2048,5,65075.92,0.391
net,size,SET,50,1,8192,1,59405.94,0.431
net,size,SET,50,1,8192,2,57361.38,0.431
net,size,SET,50,1,8192,3,58593.75,0.439
net,size,SET,50,1,8192,4,59760.96,0.431
net,size,SET,50,1,8192,5,59523.81,0.431
net,size,SET,50,1,32768,1,41608.88,0.623
net,size,SET,50,1,32768,2,42857.14,0.607
net,size,SET,50,1,32768,3,42857.14,0.607
net,size,SET,50,1,32768,4,42492.92,0.607
net,size,SET,50,1,32768,5,41379.31,0.623
net,cmd,PING,50,1,3,1,66225.16,0.375
net,cmd,PING,50,1,3,2,67750.68,0.375
net,cmd,PING,50,1,3,3,65530.80,0.383
net,cmd,PING,50,1,3,4,66313.00,0.383
net,cmd,PING,50,1,3,5,68212.83,0.375
net,cmd,SET,50,1,32,1,68306.01,0.375
net,cmd,SET,50,1,32,2,67385.45,0.375
net,cmd,SET,50,1,32,3,67934.78,0.375
